"CC_TRANSACTION_NUM_PK","CC_TRANSACTION_CHAR_PK","CC_TRANSACTION_CDATE","CREDITCARD_NUM","TRANSACTION_DATE","TRANSACTION_TYPE","TRANSACTION_AMOUNT"
35,"4240019A255E5836E055000000000001",26-NOV-16 18:22:25,"201464388791834",23-OCT-16 04.57.48.435000000 PM,"Authorization with Auto Capture",132.48
36,"4240019A255F5836E055000000000001",26-NOV-16 18:22:25,"4026711818525213",23-NOV-16 03.40.40.274000000 PM,"Authorization with Auto Capture",142.71
37,"4240019A25605836E055000000000001",26-NOV-16 18:22:25,"30084083731041",15-OCT-16 01.12.27.790000000 PM,"Authorization with Auto Capture",49.47
38,"4240019A25615836E055000000000001",26-NOV-16 18:22:25,"5018366432153087",03-NOV-16 08.38.25.470000000 AM,"Authorization with Auto Capture",20.79
39,"4240019A25625836E055000000000001",26-NOV-16 18:22:25,"6304531370848448",24-OCT-16 06.01.48.890000000 AM,"Authorization with Auto Capture",78.35
40,"4240019A25635836E055000000000001",26-NOV-16 18:22:25,"201456102074776",30-OCT-16 10.26.15.723000000 AM,"Authorization Only",1804.21
41,"4240019A25645836E055000000000001",26-NOV-16 18:22:25,"4210127719852634",15-OCT-16 10.40.17.885000000 AM,"Authorization with Auto Capture",61.2
42,"4240019A25655836E055000000000001",26-NOV-16 18:22:25,"6334099772352684",11-NOV-16 11.37.59.490000000 PM,"Authorization with Auto Capture",152.76
43,"4240019A25665836E055000000000001",26-NOV-16 18:22:25,"5488808812910180",16-OCT-16 11.09.15.152000000 AM,"Authorization with Auto Capture",139.8
44,"4240019A25675836E055000000000001",26-NOV-16 18:22:25,"5414772772699854",11-OCT-16 03.16.44.809000000 PM,"Authorization with Auto Capture",2193.13
45,"4240019A25685836E055000000000001",26-NOV-16 18:22:25,"6377221466036713",11-NOV-16 02.07.59.933000000 PM,"Authorization with Auto Capture",93.03
46,"4240019A25695836E055000000000001",26-NOV-16 18:22:25,"4903149999678681",11-NOV-16 11.13.56.622000000 AM,"Authorization with Auto Capture",497.13
47,"4240019A256A5836E055000000000001",26-NOV-16 18:22:25,"4887263836622119",17-OCT-16 09.01.35.740000000 PM,"Authorization with Auto Capture",945.18
48,"4240019A256B5836E055000000000001",26-NOV-16 18:22:25,"5018577873378667",08-NOV-16 08.26.06.943000000 AM,"Authorization with Auto Capture",37.27
49,"4240019A256C5836E055000000000001",26-NOV-16 18:22:25,"5191925622445155",21-OCT-16 10.33.53.923000000 AM,"Authorization with Auto Capture",134.32
50,"4240019A256D5836E055000000000001",26-NOV-16 18:22:25,"5018909678637596",24-NOV-16 01.46.13.466000000 PM,"Authorization with Auto Capture",73.49
51,"4240019A256E5836E055000000000001",26-NOV-16 18:22:25,"30097908508399",23-NOV-16 07.36.52.598000000 AM,"Authorization with Auto Capture",1174.16
52,"4240019A256F5836E055000000000001",26-NOV-16 18:22:25,"6371984606172641",26-OCT-16 05.46.47.190000000 AM,"Authorization with Auto Capture",1033.1
53,"4240019A25705836E055000000000001",26-NOV-16 18:22:25,"4903617292823305",02-OCT-16 04.59.23.230000000 PM,"Authorization with Auto Capture",159.38
54,"4240019A25715836E055000000000001",26-NOV-16 18:22:25,"30071148814318",02-NOV-16 10.50.57.924000000 AM,"Authorization with Auto Capture",52.55
55,"4240019A25725836E055000000000001",26-NOV-16 18:22:25,"5610796760372116",15-NOV-16 04.06.06.604000000 PM,"Authorization with Auto Capture",104.06
56,"4240019A25735836E055000000000001",26-NOV-16 18:22:25,"6217295454658858",24-OCT-16 03.08.10.537000000 PM,"Authorization with Auto Capture",2030.98
57,"4240019A25745836E055000000000001",26-NOV-16 18:22:25,"6371542393380936",15-OCT-16 01.15.06.909000000 AM,"Authorization with Auto Capture",161.71
58,"4240019A25755836E055000000000001",26-NOV-16 18:22:25,"36322143352368",12-NOV-16 08.45.33.532000000 PM,"Authorization with Auto Capture",142.25
59,"4240019A25765836E055000000000001",26-NOV-16 18:22:25,"4026578212881732",18-NOV-16 04.21.53.504000000 PM,"Authorization with Auto Capture",40.07
60,"4240019A25775836E055000000000001",26-NOV-16 18:22:25,"201460257914553",15-OCT-16 08.21.25.247000000 AM,"Authorization with Auto Capture",104.96
61,"4240019A25785836E055000000000001",26-NOV-16 18:22:25,"30028677282041",22-NOV-16 09.41.11.144000000 AM,"Authorization with Auto Capture",78.12
62,"4240019A25795836E055000000000001",26-NOV-16 18:22:25,"201407291983145",27-OCT-16 10.47.31.425000000 AM,"Prior Authorization Capture",1179.88
63,"4240019A257A5836E055000000000001",26-NOV-16 18:22:25,"4026534864196742",07-OCT-16 10.35.38.450000000 PM,"Authorization with Auto Capture",43.95
64,"4240019A257B5836E055000000000001",26-NOV-16 18:22:25,"5610387376166176",13-NOV-16 03.01.04.588000000 PM,"Authorization with Auto Capture",87.86
65,"4240019A257C5836E055000000000001",26-NOV-16 18:22:25,"4903294188720788",09-NOV-16 03.48.06.704000000 PM,"Credit",96.13
66,"4240019A257D5836E055000000000001",26-NOV-16 18:22:25,"6011802022771303",19-OCT-16 05.32.54.158000000 AM,"Authorization with Auto Capture",82.01
67,"4240019A257E5836E055000000000001",26-NOV-16 18:22:25,"6371637619113845",10-NOV-16 02.39.52.548000000 PM,"Offline Sale",154.87
68,"4240019A257F5836E055000000000001",26-NOV-16 18:22:25,"4026985942485118",05-NOV-16 04.23.55.121000000 AM,"Prior Authorization Capture",25.9
69,"4240019A25805836E055000000000001",26-NOV-16 18:22:25,"6011328442833488",09-OCT-16 09.36.52.691000000 PM,"Authorization with Auto Capture",125.32
70,"4240019A25815836E055000000000001",26-NOV-16 18:22:25,"5427757831821826",12-OCT-16 02.48.21.478000000 PM,"Authorization with Auto Capture",26.76
71,"4240019A25825836E055000000000001",26-NOV-16 18:22:25,"4701156122176375",16-NOV-16 11.19.11.250000000 AM,"Authorization with Auto Capture",98.26
72,"4240019A25835836E055000000000001",26-NOV-16 18:22:25,"6011224872987633",12-OCT-16 02.19.54.528000000 AM,"Authorization with Auto Capture",88.69
73,"4240019A25845836E055000000000001",26-NOV-16 18:22:25,"6223665864232653",08-OCT-16 01.53.27.570000000 AM,"Authorization Only",121.19
74,"4240019A25855836E055000000000001",26-NOV-16 18:22:25,"4848708776870748",05-OCT-16 01.20.54.810000000 AM,"Authorization with Auto Capture",39.95
75,"4240019A25865836E055000000000001",26-NOV-16 18:22:25,"201435581016543",12-NOV-16 03.53.13.720000000 AM,"Authorization with Auto Capture",163.37
76,"4240019A25875836E055000000000001",26-NOV-16 18:22:25,"4329790720274390",23-NOV-16 09.27.15.582000000 AM,"Authorization with Auto Capture",1781.31
77,"4240019A25885836E055000000000001",26-NOV-16 18:22:25,"5610319205832250",10-NOV-16 01.19.27.972000000 AM,"Authorization with Auto Capture",134.14
78,"4240019A25895836E055000000000001",26-NOV-16 18:22:25,"201493632775453",05-NOV-16 12.16.11.391000000 AM,"Authorization with Auto Capture",2482.75
79,"4240019A258A5836E055000000000001",26-NOV-16 18:22:25,"4903638284912163",14-OCT-16 05.58.50.970000000 AM,"Authorization with Auto Capture",606.68
80,"4240019A258B5836E055000000000001",26-NOV-16 18:22:25,"4026759546495111",06-OCT-16 02.18.20.330000000 AM,"Authorization Only",133.06
81,"4240019A258C5836E055000000000001",26-NOV-16 18:22:25,"6304501835358634",08-NOV-16 08.16.24.492000000 PM,"Authorization with Auto Capture",48.7
82,"4240019A258D5836E055000000000001",26-NOV-16 18:22:25,"4517507414798431",07-NOV-16 07.40.52.752000000 AM,"Credit",25.6
83,"4240019A258E5836E055000000000001",26-NOV-16 18:22:25,"6011576422272525",16-NOV-16 06.20.52.610000000 PM,"Authorization with Auto Capture",42.4
84,"4240019A258F5836E055000000000001",26-NOV-16 18:22:25,"5610151304599650",30-OCT-16 02.19.13.250000000 PM,"Authorization with Auto Capture",24.91
85,"4240019A25905836E055000000000001",26-NOV-16 18:22:25,"6265523661420511",20-NOV-16 04.12.22.807000000 AM,"Authorization with Auto Capture",118.24
86,"4240019A25915836E055000000000001",26-NOV-16 18:22:25,"5480346706567397",01-NOV-16 04.57.14.697000000 AM,"Authorization with Auto Capture",134.2
87,"4240019A25925836E055000000000001",26-NOV-16 18:22:25,"6334557366455956",21-OCT-16 05.02.53.760000000 PM,"Authorization Only",69.27
88,"4240019A25935836E055000000000001",26-NOV-16 18:22:25,"5473165584146262",12-NOV-16 06.10.40.358000000 AM,"Authorization with Auto Capture",73.03
89,"4240019A25945836E055000000000001",26-NOV-16 18:22:25,"36006282651625",15-NOV-16 02.34.01.194000000 AM,"Authorization with Auto Capture",73.96
90,"4240019A25955836E055000000000001",26-NOV-16 18:22:25,"4026102513566732",10-NOV-16 05.29.54.244000000 PM,"Authorization with Auto Capture",1351
91,"4240019A25965836E055000000000001",26-NOV-16 18:22:25,"6304960238673439",22-NOV-16 01.24.51.242000000 PM,"Authorization with Auto Capture",106.88
92,"4240019A25975836E055000000000001",26-NOV-16 18:22:25,"5610661071068353",18-OCT-16 09.47.05.945000000 AM,"Authorization with Auto Capture",193.37
93,"4240019A25985836E055000000000001",26-NOV-16 18:22:25,"346376727682202",11-NOV-16 09.32.37.600000000 AM,"Authorization Only",105.41
94,"4240019A25995836E055000000000001",26-NOV-16 18:22:25,"4903066311453445",08-NOV-16 01.50.56.929000000 PM,"Authorization with Auto Capture",46.58
95,"4240019A259A5836E055000000000001",26-NOV-16 18:22:25,"346984187480300",23-NOV-16 04.15.00.350000000 PM,"Authorization with Auto Capture",148.3
96,"4240019A259B5836E055000000000001",26-NOV-16 18:22:25,"4423474162781723",09-NOV-16 12.38.27.572000000 PM,"Authorization Only",168.95
97,"4240019A259C5836E055000000000001",26-NOV-16 18:22:25,"4903835721493425",15-OCT-16 05.41.56.424000000 PM,"Authorization with Auto Capture",104.72
98,"4240019A259D5836E055000000000001",26-NOV-16 18:22:25,"3528076725582162",16-NOV-16 06.04.14.131000000 AM,"Authorization with Auto Capture",65.9
99,"4240019A259E5836E055000000000001",26-NOV-16 18:22:25,"36330412952959",27-OCT-16 06.42.57.667000000 AM,"Authorization with Auto Capture",1175.75
100,"4240019A259F5836E055000000000001",26-NOV-16 18:22:25,"4903135973716885",23-OCT-16 02.12.03.748000000 AM,"Authorization with Auto Capture",1597.33
101,"4240019A25A05836E055000000000001",26-NOV-16 18:22:25,"6334883273171456",26-OCT-16 05.48.22.608000000 PM,"Authorization with Auto Capture",171.43
102,"4240019A25A15836E055000000000001",26-NOV-16 18:22:25,"6334220347477468",08-OCT-16 07.56.05.893000000 AM,"Authorization with Auto Capture",129.92
103,"4240019A25A25836E055000000000001",26-NOV-16 18:22:25,"201479547487585",05-NOV-16 06.00.13.720000000 PM,"Authorization with Auto Capture",148.97
104,"4240019A25A35836E055000000000001",26-NOV-16 18:22:25,"4016786881377761",09-NOV-16 02.06.36.734000000 PM,"Authorization with Auto Capture",512.08
105,"4240019A25A45836E055000000000001",26-NOV-16 18:22:25,"6374383743785726",16-NOV-16 04.37.22.661000000 AM,"Authorization with Auto Capture",2433.67
106,"4240019A25A55836E055000000000001",26-NOV-16 18:22:25,"5610536656155064",13-OCT-16 03.55.10.410000000 AM,"Authorization with Auto Capture",173.78
107,"4240019A25A65836E055000000000001",26-NOV-16 18:22:25,"3528442423282171",27-OCT-16 10.33.49.320000000 AM,"Authorization with Auto Capture",163.25
108,"4240019A25A75836E055000000000001",26-NOV-16 18:22:25,"5177530865335778",21-NOV-16 12.22.37.286000000 PM,"Capture Only",16.91
109,"4240019A25A85836E055000000000001",26-NOV-16 18:22:25,"4892064773872394",06-NOV-16 07.54.31.240000000 PM,"Authorization with Auto Capture",170.64
110,"4240019A25A95836E055000000000001",26-NOV-16 18:22:25,"4026459385677368",11-OCT-16 02.18.19.790000000 PM,"Authorization with Auto Capture",2133.15
111,"4240019A25AA5836E055000000000001",26-NOV-16 18:22:25,"6011725715688483",11-NOV-16 08.26.01.708000000 AM,"Authorization with Auto Capture",1942.19
112,"4240019A25AB5836E055000000000001",26-NOV-16 18:22:25,"6372251969316107",26-OCT-16 03.26.33.152000000 PM,"Authorization with Auto Capture",109.71
113,"4240019A25AC5836E055000000000001",26-NOV-16 18:22:25,"4903776049841522",13-NOV-16 02.49.46.572000000 AM,"Authorization Only",58.49
114,"4240019A25AD5836E055000000000001",26-NOV-16 18:22:25,"5610717913445298",17-NOV-16 11.35.22.367000000 PM,"Authorization with Auto Capture",1103.21
115,"4240019A25AE5836E055000000000001",26-NOV-16 18:22:25,"6304816405583382",21-NOV-16 08.58.29.512000000 AM,"Authorization with Auto Capture",82.4
116,"4240019A25AF5836E055000000000001",26-NOV-16 18:22:25,"6334951424540217",24-OCT-16 12.44.15.874000000 PM,"Authorization with Auto Capture",146.98
117,"4240019A25B05836E055000000000001",26-NOV-16 18:22:25,"6334686410417411",23-NOV-16 08.33.55.594000000 PM,"Capture Only",148.29
118,"4240019A25B15836E055000000000001",26-NOV-16 18:22:25,"5433558394716508",20-OCT-16 12.19.48.107000000 PM,"Authorization with Auto Capture",66.37
119,"4240019A25B25836E055000000000001",26-NOV-16 18:22:25,"5434334682024479",09-OCT-16 03.25.57.107000000 AM,"Authorization with Auto Capture",1232.81
120,"4240019A25B35836E055000000000001",26-NOV-16 18:22:25,"6011876221767887",26-OCT-16 03.52.15.133000000 PM,"Offline Sale",645.53
121,"4240019A25B45836E055000000000001",26-NOV-16 18:22:25,"4026867722677226",17-NOV-16 08.36.52.815000000 PM,"Authorization with Auto Capture",131.44
122,"4240019A25B55836E055000000000001",26-NOV-16 18:22:25,"4811450848316583",25-NOV-16 01.55.58.948000000 PM,"Authorization with Auto Capture",2324.33
123,"4240019A25B65836E055000000000001",26-NOV-16 18:22:25,"6011563577200137",21-OCT-16 02.12.54.846000000 PM,"Authorization with Auto Capture",2498.43
124,"4240019A25B75836E055000000000001",26-NOV-16 18:22:25,"3528717708673680",24-OCT-16 03.33.57.421000000 PM,"Authorization with Auto Capture",817.79
125,"4240019A25B85836E055000000000001",26-NOV-16 18:22:25,"5610151477844750",12-OCT-16 09.23.33.525000000 AM,"Authorization with Auto Capture",1991.91
126,"4240019A25B95836E055000000000001",26-NOV-16 18:22:25,"5457256171011961",25-NOV-16 07.03.34.948000000 AM,"Offline Sale",30.11
127,"4240019A25BA5836E055000000000001",26-NOV-16 18:22:25,"6371216393883179",21-NOV-16 10.34.32.752000000 PM,"Authorization with Auto Capture",25.97
128,"4240019A25BB5836E055000000000001",26-NOV-16 18:22:25,"36641472887030",03-NOV-16 01.57.54.478000000 AM,"Authorization with Auto Capture",47.69
129,"4240019A25BC5836E055000000000001",26-NOV-16 18:22:25,"6238853203425358",23-NOV-16 03.37.55.663000000 AM,"Authorization with Auto Capture",116.7
130,"4240019A25BD5836E055000000000001",26-NOV-16 18:22:25,"6304781754132509",20-NOV-16 01.18.01.331000000 PM,"Authorization with Auto Capture",1857.13
131,"4240019A25BE5836E055000000000001",26-NOV-16 18:22:25,"6378258164861788",17-NOV-16 03.40.37.747000000 AM,"Authorization with Auto Capture",568.63
132,"4240019A25BF5836E055000000000001",26-NOV-16 18:22:25,"201412193521571",06-NOV-16 11.01.16.831000000 AM,"Authorization with Auto Capture",1309.82
133,"4240019A25C05836E055000000000001",26-NOV-16 18:22:25,"6011338287921950",18-OCT-16 04.40.50.633000000 AM,"Authorization with Auto Capture",90.63
134,"4240019A25C15836E055000000000001",26-NOV-16 18:22:25,"6371888915202514",28-OCT-16 09.33.38.139000000 PM,"Authorization with Auto Capture",25.82
135,"4240019A25C25836E055000000000001",26-NOV-16 18:22:25,"4026883663846229",09-NOV-16 12.02.00.410000000 PM,"Authorization with Auto Capture",150.41
136,"4240019A25C35836E055000000000001",26-NOV-16 18:22:25,"201424739315435",17-OCT-16 02.15.58.530000000 PM,"Authorization Only",77.58
137,"4240019A25C45836E055000000000001",26-NOV-16 18:22:25,"5196698922583468",30-OCT-16 06.49.19.826000000 PM,"Authorization with Auto Capture",132.7
138,"4240019A25C55836E055000000000001",26-NOV-16 18:22:25,"6334135937314827",16-NOV-16 05.50.58.835000000 AM,"Authorization with Auto Capture",55.22
139,"4240019A25C65836E055000000000001",26-NOV-16 18:22:25,"6011431386714189",07-NOV-16 06.34.18.900000000 PM,"Authorization with Auto Capture",156.87
140,"4240019A25C75836E055000000000001",26-NOV-16 18:22:25,"5474776289821258",02-NOV-16 09.47.09.408000000 PM,"Authorization with Auto Capture",123.85
141,"4240019A25C85836E055000000000001",26-NOV-16 18:22:25,"3528258737418313",23-OCT-16 01.34.20.640000000 PM,"Authorization with Auto Capture",126.91
142,"4240019A25C95836E055000000000001",26-NOV-16 18:22:25,"3528363448558003",26-NOV-16 10.15.01.785000000 PM,"Authorization with Auto Capture",162.95
143,"4240019A25CA5836E055000000000001",26-NOV-16 18:22:25,"5610226244876927",08-NOV-16 01.55.20.282000000 PM,"Capture Only",2340.7
144,"4240019A25CB5836E055000000000001",26-NOV-16 18:22:25,"5018749538925866",21-NOV-16 08.20.37.252000000 PM,"Authorization with Auto Capture",102.91
145,"4240019A25CC5836E055000000000001",26-NOV-16 18:22:25,"18351749652791355636",11-OCT-16 07.36.12.189000000 PM,"Authorization with Auto Capture",115.23
146,"4240019A25CD5836E055000000000001",26-NOV-16 18:22:25,"4026876756128813",24-NOV-16 02.11.27.870000000 AM,"Authorization with Auto Capture",86.35
147,"4240019A25CE5836E055000000000001",26-NOV-16 18:22:25,"36875312876371",22-OCT-16 11.06.22.310000000 AM,"Authorization with Auto Capture",137.41
148,"4240019A25CF5836E055000000000001",26-NOV-16 18:22:25,"4725345736574073",14-OCT-16 06.33.39.169000000 PM,"Authorization with Auto Capture",172.83
149,"4240019A25D05836E055000000000001",26-NOV-16 18:22:25,"344485142541077",15-NOV-16 06.25.41.779000000 AM,"Authorization with Auto Capture",35.5
150,"4240019A25D15836E055000000000001",26-NOV-16 18:22:25,"4889625887020533",30-OCT-16 08.24.52.703000000 PM,"Authorization with Auto Capture",122.7
151,"4240019A25D25836E055000000000001",26-NOV-16 18:22:25,"30024278884450",09-NOV-16 02.17.27.321000000 AM,"Credit",46.95
152,"4240019A25D35836E055000000000001",26-NOV-16 18:22:25,"6272316771512483",23-OCT-16 04.07.29.729000000 PM,"Authorization with Auto Capture",111.49
153,"4240019A25D45836E055000000000001",26-NOV-16 18:22:25,"5154243867843110",15-OCT-16 10.34.50.412000000 PM,"Authorization with Auto Capture",26.09
154,"4240019A25D55836E055000000000001",26-NOV-16 18:22:25,"4903480867736452",12-NOV-16 10.27.33.529000000 PM,"Authorization with Auto Capture",1694.49
155,"4240019A25D65836E055000000000001",26-NOV-16 18:22:25,"6372663153658322",19-NOV-16 10.08.29.975000000 AM,"Authorization Only",141.98
156,"4240019A25D75836E055000000000001",26-NOV-16 18:22:25,"6298513345341326",13-NOV-16 08.14.57.725000000 AM,"Authorization with Auto Capture",1045.88
157,"4240019A25D85836E055000000000001",26-NOV-16 18:22:25,"4195457741176503",26-NOV-16 12.38.26.770000000 AM,"Authorization with Auto Capture",137.01
158,"4240019A25D95836E055000000000001",26-NOV-16 18:22:25,"5446882918058123",20-OCT-16 08.57.42.468000000 PM,"Authorization with Auto Capture",65.94
159,"4240019A25DA5836E055000000000001",26-NOV-16 18:22:25,"201451675644238",20-NOV-16 12.02.12.342000000 PM,"Authorization with Auto Capture",57.87
160,"4240019A25DB5836E055000000000001",26-NOV-16 18:22:25,"4468512661618565",14-NOV-16 07.16.50.295000000 AM,"Authorization with Auto Capture",107.13
161,"4240019A25DC5836E055000000000001",26-NOV-16 18:22:25,"6378244768922387",23-OCT-16 02.27.06.804000000 AM,"Authorization with Auto Capture",79.27
162,"4240019A25DD5836E055000000000001",26-NOV-16 18:22:25,"5610342772484111",10-NOV-16 11.02.47.270000000 AM,"Authorization with Auto Capture",35.43
163,"4240019A25DE5836E055000000000001",26-NOV-16 18:22:25,"343573648467346",01-OCT-16 03.45.25.304000000 AM,"Authorization with Auto Capture",2240.98
164,"4240019A25DF5836E055000000000001",26-NOV-16 18:22:25,"6334678722277614",07-NOV-16 04.40.05.724000000 PM,"Authorization with Auto Capture",78.42
165,"4240019A25E05836E055000000000001",26-NOV-16 18:22:25,"6334942415038718",20-OCT-16 08.41.43.168000000 PM,"Authorization with Auto Capture",361.3
166,"4240019A25E15836E055000000000001",26-NOV-16 18:22:25,"201458624286587",07-NOV-16 10.18.17.572000000 PM,"Authorization with Auto Capture",157.1
167,"4240019A25E25836E055000000000001",26-NOV-16 18:22:25,"5610547948368795",19-NOV-16 05.41.56.255000000 PM,"Authorization with Auto Capture",39.7
168,"4240019A25E35836E055000000000001",26-NOV-16 18:22:25,"5018347848213451",09-NOV-16 12.31.06.153000000 PM,"Authorization with Auto Capture",50.8
169,"4240019A25E45836E055000000000001",26-NOV-16 18:22:25,"3528968858732245",07-OCT-16 07.40.53.589000000 PM,"Credit",137.53
170,"4240019A25E55836E055000000000001",26-NOV-16 18:22:25,"6379228858871326",26-OCT-16 06.11.27.297000000 AM,"Authorization with Auto Capture",171.46
171,"4240019A25E65836E055000000000001",26-NOV-16 18:22:25,"30030411641272",20-NOV-16 12.27.44.544000000 PM,"Authorization with Auto Capture",96.37
172,"4240019A25E75836E055000000000001",26-NOV-16 18:22:25,"6334624012375876",10-NOV-16 11.31.01.370000000 PM,"Prior Authorization Capture",61.99
173,"4240019A25E85836E055000000000001",26-NOV-16 18:22:25,"4903087576975421",06-OCT-16 02.26.58.199000000 PM,"Authorization with Auto Capture",394.07
174,"4240019A25E95836E055000000000001",26-NOV-16 18:22:25,"5454354707356474",04-NOV-16 12.50.17.684000000 AM,"Authorization with Auto Capture",35.17
175,"4240019A25EA5836E055000000000001",26-NOV-16 18:22:25,"201479739287332",11-OCT-16 07.20.21.336000000 PM,"Authorization with Auto Capture",2319.8
176,"4240019A25EB5836E055000000000001",26-NOV-16 18:22:25,"4903936328813631",28-OCT-16 11.55.54.553000000 AM,"Authorization with Auto Capture",113.36
177,"4240019A25EC5836E055000000000001",26-NOV-16 18:22:25,"6334119430263141",08-OCT-16 02.11.05.459000000 PM,"Authorization with Auto Capture",141.38
178,"4240019A25ED5836E055000000000001",26-NOV-16 18:22:25,"36372780226083",25-NOV-16 07.28.29.143000000 AM,"Authorization with Auto Capture",94.29
179,"4240019A25EE5836E055000000000001",26-NOV-16 18:22:25,"6011661544641352",22-NOV-16 12.30.12.908000000 PM,"Authorization with Auto Capture",23.24
